local_code,cpse,raw_description,canonical_id,depot_id,depot_location,quantity,unit_cost_inr,idle_days,extracted_item_type,extracted_size_nb_mm,extracted_pressure_class,extracted_metallurgy,extracted_facing,extracted_standard
BPCL-SAP-0000038,BPCL,VLV-GL-DN80-PN100-WCB-RF,CAN-001889,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",147,330030,279,GLOBE_VALVE,80.0,600,ASTM A216 WCB,RF,BS 1873
BPCL-SAP-0000039,BPCL,VLV-GT-DN250-PN50-WCB-BW,CAN-001496,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",23,625310,25,GATE_VALVE,250.0,300,ASTM A216 WCB,BW,API 6D
BPCL-SAP-0000040,BPCL,FLG-BLD-DN50-PN100-A105-RTJ,CAN-000504,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",32,13430,59,FLANGE_BLIND,50.0,600,ASTM A105,RTJ,ASME B16.5
BPCL-SAP-0000041,BPCL,FLG-WN-DN100-CL300-A105-RTJ,CAN-000210,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",20,23220,119,FLANGE_WELD_NECK,100.0,300,ASTM A105,RTJ,ASME B16.5
BPCL-SAP-0000042,BPCL,VLV-GT-DN300-PN100-A105-RF,CAN-001570,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",21,1379920,463,GATE_VALVE,300.0,600,ASTM A105,RF,API 6D
BPCL-SAP-0000043,BPCL,VLV-GT-DN250-PN150-WCB-RF,CAN-001518,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",100,1505890,604,GATE_VALVE,250.0,900,ASTM A216 WCB,RF,API 6D
BPCL-SAP-0000044,BPCL,FLG-SO-DN100-CL150-SS316-RF,CAN-000855,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",118,31040,462,FLANGE_SLIP_ON,100.0,150,ASTM A182 F316,RF,ASME B16.5
BPCL-SAP-0000045,BPCL,FLG-BLD-DN50-PN250-A350LF2-RF,CAN-000517,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",44,44740,111,FLANGE_BLIND,50.0,1500,ASTM A350 LF2,RF,ASME B16.5
BPCL-SAP-0000046,BPCL,FLG-SO-DN80-CL150-SS316-FF,CAN-000826,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",44,23220,16,FLANGE_SLIP_ON,80.0,150,ASTM A182 F316,FF,ASME B16.5
BPCL-SAP-0000047,BPCL,FLG-WN-DN300-PN250-A105-RTJ,CAN-000394,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",82,351040,239,FLANGE_WELD_NECK,300.0,1500,ASTM A105,RTJ,ASME B16.5
BPCL-SAP-0000048,BPCL,VLV-BL-DN40-CL900-WCB-BW,CAN-001654,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",0,169940,0,BALL_VALVE,40.0,900,ASTM A216 WCB,BW,API 6D
BPCL-SAP-0000049,BPCL,FLG-WN-DN200-PN250-SS304-RF,CAN-000317,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",0,497330,0,FLANGE_WELD_NECK,200.0,1500,ASTM A182 F304,RF,ASME B16.5
BPCL-SAP-0000050,BPCL,FLG-BLD-DN150-PN150-SS316-RTJ,CAN-000604,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",17,248050,10,FLANGE_BLIND,150.0,900,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000051,BPCL,VLV-GL-DN40-PN20-WCB-RF,CAN-001842,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",45,44210,111,GLOBE_VALVE,40.0,150,ASTM A216 WCB,RF,ASME B16.34
BPCL-SAP-0000052,BPCL,FLG-BLD-DN300-CL150-A350LF2-RTJ,CAN-000674,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",103,72830,682,FLANGE_BLIND,300.0,150,ASTM A350 LF2,RTJ,ASME B16.5
BPCL-SAP-0000053,BPCL,FLG-BLD-DN200-CL1500-SS316-RF,CAN-000639,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",0,542540,0,FLANGE_BLIND,200.0,1500,ASTM A182 F316,RF,ASME B16.5
BPCL-SAP-0000054,BPCL,FLG-WN-DN15-PN20-SS304-RTJ,CAN-000006,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",16,2710,72,FLANGE_WELD_NECK,15.0,150,ASTM A182 F304,RTJ,ASME B16.5
BPCL-SAP-0000055,BPCL,VLV-GT-DN150-CL900-WCB-BW,CAN-001399,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",0,775150,0,GATE_VALVE,150.0,900,ASTM A216 WCB,BW,API 600
BPCL-SAP-0000056,BPCL,FLG-SO-DN300-CL1500-SS316-RF,CAN-000999,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",133,816960,347,FLANGE_SLIP_ON,300.0,1500,ASTM A182 F316,RF,ASME B16.5
BPCL-SAP-0000057,BPCL,GSKT-SW-DN25-CL150-SS316-GR-RF,CAN-002011,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,2080,0,SPIRAL_WOUND_GASKET,25.0,150,SS316 / GRAPHITE,RF,ASME B16.20
BPCL-SAP-0000058,BPCL,VLV-GL-DN50-CL1500-WCB-RF,CAN-001878,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",112,372860,254,GLOBE_VALVE,50.0,1500,ASTM A216 WCB,RF,ASME B16.34
BPCL-SAP-0000059,BPCL,FLG-SO-DN80-CL600-A105-RF,CAN-000833,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",49,22000,373,FLANGE_SLIP_ON,80.0,600,ASTM A105,RF,ASME B16.5
BPCL-SAP-0000060,BPCL,FLG-WN-DN250-CL1500-SS316-RF,CAN-000359,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",10,886280,112,FLANGE_WELD_NECK,250.0,1500,ASTM A182 F316,RF,ASME B16.5
BPCL-SAP-0000061,BPCL,VLV-GT-DN80-PN100-WCB-RF,CAN-001265,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",27,247520,11,GATE_VALVE,80.0,600,ASTM A216 WCB,RF,API 600
BPCL-SAP-0000062,BPCL,FLG-WN-DN80-PN20-SS316-RTJ,CAN-000168,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",0,31930,0,FLANGE_WELD_NECK,80.0,150,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000063,BPCL,VLV-GL-DN40-PN20-A105-RF,CAN-001843,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",88,44210,269,GLOBE_VALVE,40.0,150,ASTM A105,RF,BS 1873
BPCL-SAP-0000064,BPCL,VLV-GT-DN150-PN100-SS316-BW,CAN-001395,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",94,1793350,284,GATE_VALVE,150.0,600,ASTM A182 F316,BW,API 600
BPCL-SAP-0000065,BPCL,VLV-GT-DN40-CL150-A105-RF,CAN-001126,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",45,33160,15,GATE_VALVE,40.0,150,ASTM A105,RF,API 6D
BPCL-SAP-0000066,BPCL,VLV-GT-DN40-PN150-WCB-BW,CAN-001160,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",0,139040,0,GATE_VALVE,40.0,900,ASTM A216 WCB,BW,API 6D
BPCL-SAP-0000067,BPCL,FLG-WN-DN80-PN50-SS316-RTJ,CAN-000176,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,55600,0,FLANGE_WELD_NECK,80.0,300,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000068,BPCL,FLG-SO-DN80-PN150-SS304-FF,CAN-000842,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",44,73030,28,FLANGE_SLIP_ON,80.0,900,ASTM A182 F304,FF,ASME B16.5
BPCL-SAP-0000069,BPCL,BLT-STUD-DN150-PN20-L7-GR7-THRD,CAN-002162,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",42,5750,43,STUD_BOLT,150.0,150,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
BPCL-SAP-0000070,BPCL,FLG-SO-DN200-PN20-SS304-RF,CAN-000913,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",71,57320,223,FLANGE_SLIP_ON,200.0,150,ASTM A182 F304,RF,ASME B16.5
BPCL-SAP-0000071,BPCL,FLG-WN-DN40-PN100-A105-RF,CAN-000097,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",16,12280,118,FLANGE_WELD_NECK,40.0,600,ASTM A105,RF,ASME B16.5
BPCL-SAP-0000072,BPCL,VLV-GT-DN200-CL600-A105-BW,CAN-001452,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",8,814580,56,GATE_VALVE,200.0,600,ASTM A105,BW,API 6D
BPCL-SAP-0000073,BPCL,FLG-WN-DN50-PN50-SS304-RF,CAN-000133,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",132,22630,262,FLANGE_WELD_NECK,50.0,300,ASTM A182 F304,RF,ASME B16.5
BPCL-SAP-0000074,BPCL,VLV-GL-DN100-CL300-WCB-RF,CAN-001906,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",0,253340,0,GLOBE_VALVE,100.0,300,ASTM A216 WCB,RF,ASME B16.34
BPCL-SAP-0000075,BPCL,VLV-GL-DN250-CL150-WCB-RF,CAN-001961,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",13,478860,92,GLOBE_VALVE,250.0,150,ASTM A216 WCB,RF,BS 1873
BPCL-SAP-0000076,BPCL,FLG-BLD-DN250-CL300-SS316-RTJ,CAN-000652,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",32,200090,59,FLANGE_BLIND,250.0,300,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000077,BPCL,VLV-GT-DN100-PN20-WCB-RF,CAN-001301,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",18,109130,64,GATE_VALVE,100.0,150,ASTM A216 WCB,RF,API 600
BPCL-SAP-0000078,BPCL,VLV-GT-DN150-CL900-A105-RF,CAN-001402,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,775150,0,GATE_VALVE,150.0,900,ASTM A105,RF,API 6D
BPCL-SAP-0000079,BPCL,FLG-SO-DN300-CL150-SS304-RF,CAN-000973,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",43,97110,111,FLANGE_SLIP_ON,300.0,150,ASTM A182 F304,RF,ASME B16.5
BPCL-SAP-0000080,BPCL,VLV-GT-DN100-CL900-SS316-BW,CAN-001348,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",12,1464270,57,GATE_VALVE,100.0,900,ASTM A182 F316,BW,API 6D
BPCL-SAP-0000081,BPCL,FLG-SO-DN25-CL300-SS304-RF,CAN-000739,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",95,6680,570,FLANGE_SLIP_ON,25.0,300,ASTM A182 F304,RF,ASME B16.5
BPCL-SAP-0000082,BPCL,VLV-GT-DN40-PN20-A105-RF,CAN-001125,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",44,33160,80,GATE_VALVE,40.0,150,ASTM A105,RF,API 600
BPCL-SAP-0000083,BPCL,VLV-GT-DN150-PN100-SS316-BW,CAN-001396,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",81,1793350,227,GATE_VALVE,150.0,600,ASTM A182 F316,BW,API 6D
BPCL-SAP-0000084,BPCL,FLG-WN-DN100-CL1500-A105-RTJ,CAN-000234,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",18,84150,40,FLANGE_WELD_NECK,100.0,1500,ASTM A105,RTJ,ASME B16.5
BPCL-SAP-0000085,BPCL,VLV-GL-DN15-PN100-A105-RF,CAN-001811,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,37450,0,GLOBE_VALVE,15.0,600,ASTM A105,RF,BS 1873
BPCL-SAP-0000086,BPCL,FLG-SO-DN80-PN100-SS304-FF,CAN-000836,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",103,52800,207,FLANGE_SLIP_ON,80.0,600,ASTM A182 F304,FF,ASME B16.5
BPCL-SAP-0000087,BPCL,VLV-GL-DN15-PN50-WCB-RF,CAN-001806,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",21,21500,10,GLOBE_VALVE,15.0,300,ASTM A216 WCB,RF,ASME B16.34
BPCL-SAP-0000088,BPCL,VLV-GL-DN300-CL150-A105-RF,CAN-001984,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",0,606940,0,GLOBE_VALVE,300.0,150,ASTM A105,RF,ASME B16.34
BPCL-SAP-0000089,BPCL,FLG-BLD-DN200-PN20-A105-RF,CAN-000611,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",129,26870,707,FLANGE_BLIND,200.0,150,ASTM A105,RF,ASME B16.5
BPCL-SAP-0000090,BPCL,BLT-STUD-DN40-CL150-L7-GR7-THRD,CAN-002122,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",59,1030,578,STUD_BOLT,40.0,150,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
BPCL-SAP-0000091,BPCL,FLG-SO-DN200-CL300-A105-RF,CAN-000917,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",35,41580,103,FLANGE_SLIP_ON,200.0,300,ASTM A105,RF,ASME B16.5
BPCL-SAP-0000092,BPCL,VLV-GT-DN150-PN50-A105-BW,CAN-001379,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",71,321870,603,GATE_VALVE,150.0,300,ASTM A105,BW,API 600
BPCL-SAP-0000093,BPCL,VLV-GT-DN50-PN50-SS316-RF,CAN-001201,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",0,246930,0,GATE_VALVE,50.0,300,ASTM A182 F316,RF,API 600
BPCL-SAP-0000094,BPCL,FLG-BLD-DN200-PN150-SS316-RTJ,CAN-000634,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",40,360540,109,FLANGE_BLIND,200.0,900,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000095,BPCL,BLT-STUD-DN200-PN20-B7-2H-THRD,CAN-002171,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,5220,0,STUD_BOLT,200.0,150,ASTM A193 B7 / A194 2H,THRD,ASME B18.2.1
BPCL-SAP-0000096,BPCL,VLV-GL-DN150-PN20-A105-RF,CAN-001923,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",6,246490,21,GLOBE_VALVE,150.0,150,ASTM A105,RF,BS 1873
BPCL-SAP-0000097,BPCL,FLG-BLD-DN40-PN250-A105-RTJ,CAN-000486,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",36,20920,16,FLANGE_BLIND,40.0,1500,ASTM A105,RTJ,ASME B16.5
BPCL-SAP-0000098,BPCL,VLV-GL-DN25-PN20-WCB-RF,CAN-001821,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",38,24000,98,GLOBE_VALVE,25.0,150,ASTM A216 WCB,RF,BS 1873
BPCL-SAP-0000099,BPCL,GSKT-SW-DN15-PN20-SS316-GR-RF,CAN-002001,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",0,1070,0,SPIRAL_WOUND_GASKET,15.0,150,SS316 / GRAPHITE,RF,ASME B16.20
BPCL-SAP-0000100,BPCL,FLG-SO-DN250-PN50-A105-FF,CAN-000948,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",123,55580,651,FLANGE_SLIP_ON,250.0,300,ASTM A105,FF,ASME B16.5
BPCL-SAP-0000101,BPCL,FLG-WN-DN50-PN20-A350LF2-RTJ,CAN-000124,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",46,8660,18,FLANGE_WELD_NECK,50.0,150,ASTM A350 LF2,RTJ,ASME B16.5
BPCL-SAP-0000102,BPCL,FLG-WN-DN300-PN150-SS316-RF,CAN-000391,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",0,746490,0,FLANGE_WELD_NECK,300.0,900,ASTM A182 F316,RF,ASME B16.5
BPCL-SAP-0000103,BPCL,VLV-GT-DN250-CL300-SS316-BW,CAN-001504,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",149,2000990,716,GATE_VALVE,250.0,300,ASTM A182 F316,BW,API 6D
BPCL-SAP-0000104,BPCL,FLG-WN-DN250-CL600-A105-RF,CAN-000337,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",8,133060,49,FLANGE_WELD_NECK,250.0,600,ASTM A105,RF,ASME B16.5
BPCL-SAP-0000105,BPCL,FLG-BLD-DN40-PN20-SS316-RTJ,CAN-000466,DEPOT-BPCL-KCH,"Kochi Refinery, Kerala",39,10610,96,FLANGE_BLIND,40.0,150,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000106,BPCL,VLV-GT-DN40-CL600-SS316-BW,CAN-001155,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",6,321680,64,GATE_VALVE,40.0,600,ASTM A182 F316,BW,API 600
BPCL-SAP-0000107,BPCL,FLG-BLD-DN15-PN250-SS316-RTJ,CAN-000430,DEPOT-BPCL-MUM,"Mumbai Refinery, Mahul, Maharashtra",43,18700,27,FLANGE_BLIND,15.0,1500,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000108,BPCL,FLG-BLD-DN150-CL150-SS316-RTJ,CAN-000586,DEPOT-BPCL-BIN,"Bina Refinery, Madhya Pradesh",0,59150,0,FLANGE_BLIND,150.0,150,ASTM A182 F316,RTJ,ASME B16.5
BPCL-SAP-0000109,BPCL,FLG-BLD-DN100-PN50-A350LF2-RTJ,CAN-000560,DEPOT-BPCL-NML,"Numaligarh Depot Base, Assam",133,30400,188,FLANGE_BLIND,100.0,300,ASTM A350 LF2,RTJ,ASME B16.5
