local_code,cpse,raw_description,canonical_id,depot_id,depot_location,quantity,unit_cost_inr,idle_days,extracted_item_type,extracted_size_nb_mm,extracted_pressure_class,extracted_metallurgy,extracted_facing,extracted_standard
IOCL-MM-0000011,IOCL,FLG BLD RTJ 1.5IN CL900 A350-LF2,CAN-000482,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",33,22240,116,FLANGE_BLIND,40.0,900,ASTM A350 LF2,RTJ,ASME B16.5
IOCL-MM-0000012,IOCL,VLV GT 1IN 1500# WCB BW,CAN-001112,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",70,113570,378,GATE_VALVE,25.0,1500,ASTM A216 WCB,BW,API 6D
IOCL-MM-0000013,IOCL,FLG WNRF 1IN 600LB A350-LF2,CAN-000059,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,10670,0,FLANGE_WELD_NECK,25.0,600,ASTM A350 LF2,RF,ASME B16.5
IOCL-MM-0000014,IOCL,FLG BLD 1IN 300# A105 RTJ ASMEB16.5,CAN-000438,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",40,3130,43,FLANGE_BLIND,25.0,300,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000015,IOCL,VLV GT 8IN 150# SS316 RF API6D,CAN-001430,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",0,859880,0,GATE_VALVE,200.0,150,ASTM A182 F316,RF,API 6D
IOCL-MM-0000016,IOCL,VLV GT 2IN 300LB A105 BW,CAN-001199,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,77160,0,GATE_VALVE,50.0,300,ASTM A105,BW,API 600
IOCL-MM-0000017,IOCL,FLG BLD 1.5IN 1500LB A105 RF,CAN-000485,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",97,20920,682,FLANGE_BLIND,40.0,1500,ASTM A105,RF,ASME B16.5
IOCL-MM-0000018,IOCL,VLV GT 3IN CL1500 SS316 RF,CAN-001297,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",101,1648600,718,GATE_VALVE,80.0,1500,ASTM A182 F316,RF,API 600
IOCL-MM-0000019,IOCL,VLV BL 12IN 150# WCB RF,CAN-001781,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",0,556360,0,BALL_VALVE,300.0,150,ASTM A216 WCB,RF,API 6D
IOCL-MM-0000020,IOCL,FLG WNRF 1/2IN CL300 SS316,CAN-000015,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",0,6300,0,FLANGE_WELD_NECK,15.0,300,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000021,IOCL,VLV BL 10IN 900# WCB RF,CAN-001773,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",23,1840530,37,BALL_VALVE,250.0,900,ASTM A216 WCB,RF,API 6D
IOCL-MM-0000022,IOCL,VLV GT 10IN CL1500 A105 BW,CAN-001536,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",22,2266060,297,GATE_VALVE,250.0,1500,ASTM A105,BW,API 6D
IOCL-MM-0000023,IOCL,FLG SO 1IN CL900 A105 RF ASMEB16.5,CAN-000749,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",82,6700,220,FLANGE_SLIP_ON,25.0,900,ASTM A105,RF,ASME B16.5
IOCL-MM-0000024,IOCL,FLG WN 10IN CL600 SS316 RF ASMEB16.5,CAN-000343,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",39,425810,102,FLANGE_WELD_NECK,250.0,600,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000025,IOCL,STUDBLT 1/2IN 600LB L7/GR7 THRD ASMEB18.2.1,CAN-002106,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",115,870,706,STUD_BOLT,15.0,600,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
IOCL-MM-0000026,IOCL,FLG SO 1IN CL300 SS316 RF,CAN-000741,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",46,8910,34,FLANGE_SLIP_ON,25.0,300,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000027,IOCL,FLG WNRF 4IN 150LB SS304,CAN-000205,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",21,32010,247,FLANGE_WELD_NECK,100.0,150,ASTM A182 F304,RF,ASME B16.5
IOCL-MM-0000028,IOCL,FLG WN 4IN 300# SS304 RF,CAN-000213,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",72,55730,730,FLANGE_WELD_NECK,100.0,300,ASTM A182 F304,RF,ASME B16.5
IOCL-MM-0000029,IOCL,VLV GLB 2IN CL300 WCB RF,CAN-001865,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",9,102890,105,GLOBE_VALVE,50.0,300,ASTM A216 WCB,RF,BS 1873
IOCL-MM-0000030,IOCL,VLV GT 4IN CL600 A105 RF API600,CAN-001329,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",29,330820,269,GATE_VALVE,100.0,600,ASTM A105,RF,API 600
IOCL-MM-0000031,IOCL,VLV BL 10IN 900# SS316 BW API6D,CAN-001776,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",41,5889700,115,BALL_VALVE,250.0,900,ASTM A182 F316,BW,API 6D
IOCL-MM-0000032,IOCL,VLV BL 1/2IN 300# WCB BW,CAN-001606,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",45,19710,61,BALL_VALVE,15.0,300,ASTM A216 WCB,BW,API 6D
IOCL-MM-0000033,IOCL,VLV GT 1.5IN 1500LB SS316 BW API6D,CAN-001180,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",39,669540,10,GATE_VALVE,40.0,1500,ASTM A182 F316,BW,API 6D
IOCL-MM-0000034,IOCL,STUDBLT 3IN CL150 B7/2H THRD,CAN-002141,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",31,1580,254,STUD_BOLT,80.0,150,ASTM A193 B7 / A194 2H,THRD,ASME B18.2.1
IOCL-MM-0000035,IOCL,FLG SO 3IN 600LB A105 RF,CAN-000833,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",48,22000,48,FLANGE_SLIP_ON,80.0,600,ASTM A105,RF,ASME B16.5
IOCL-MM-0000036,IOCL,VLV GT 2IN CL600 SS316 BW API600,CAN-001215,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",47,429940,13,GATE_VALVE,50.0,600,ASTM A182 F316,BW,API 600
IOCL-MM-0000037,IOCL,VLV GLB 1IN 300LB WCB RF BS1873,CAN-001825,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,41780,0,GLOBE_VALVE,25.0,300,ASTM A216 WCB,RF,BS 1873
IOCL-MM-0000038,IOCL,VLV GT 6IN 150LB WCB RF,CAN-001361,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",45,184870,28,GATE_VALVE,150.0,150,ASTM A216 WCB,RF,API 600
IOCL-MM-0000039,IOCL,VLV GLB 3IN 900LB A105 RF,CAN-001896,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",22,456480,746,GLOBE_VALVE,80.0,900,ASTM A105,RF,ASME B16.34
IOCL-MM-0000040,IOCL,VLV GT 3IN CL600 A105 BW API600,CAN-001271,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,247520,0,GATE_VALVE,80.0,600,ASTM A105,BW,API 600
IOCL-MM-0000041,IOCL,VLV GT 12IN CL150 SS316 BW API600,CAN-001551,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",98,1456650,395,GATE_VALVE,300.0,150,ASTM A182 F316,BW,API 600
IOCL-MM-0000042,IOCL,FLG WN 1.5IN CL600 SS304 RF,CAN-000101,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",46,29480,118,FLANGE_WELD_NECK,40.0,600,ASTM A182 F304,RF,ASME B16.5
IOCL-MM-0000043,IOCL,FLG BLD RTJ 2IN CL300 SS316 ASMEB16.5,CAN-000502,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",69,24690,297,FLANGE_BLIND,50.0,300,ASTM A182 F316,RTJ,ASME B16.5
IOCL-MM-0000044,IOCL,FLG BLD 8IN 1500# A350-LF2 RF,CAN-000637,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",138,271270,742,FLANGE_BLIND,200.0,1500,ASTM A350 LF2,RF,ASME B16.5
IOCL-MM-0000045,IOCL,FLG WN RTJ 3IN 300# SS316 ASMEB16.5,CAN-000176,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,55600,0,FLANGE_WELD_NECK,80.0,300,ASTM A182 F316,RTJ,ASME B16.5
IOCL-MM-0000046,IOCL,FLG BLD 2IN CL900 SS316 RF,CAN-000513,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",47,59460,93,FLANGE_BLIND,50.0,900,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000047,IOCL,FLG WNRF 4IN 600# SS316,CAN-000223,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",33,129380,52,FLANGE_WELD_NECK,100.0,600,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000048,IOCL,FLG BLD 8IN CL150 A105 RTJ,CAN-000612,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",28,26870,113,FLANGE_BLIND,200.0,150,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000049,IOCL,VLV GT 6IN 900LB WCB BW,CAN-001399,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,775150,0,GATE_VALVE,150.0,900,ASTM A216 WCB,BW,API 600
IOCL-MM-0000050,IOCL,FLG SO 2IN 600# A105 RF,CAN-000803,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",28,11940,27,FLANGE_SLIP_ON,50.0,600,ASTM A105,RF,ASME B16.5
IOCL-MM-0000051,IOCL,FLG SO 2IN CL1500 A105 RF,CAN-000815,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",27,24850,109,FLANGE_SLIP_ON,50.0,1500,ASTM A105,RF,ASME B16.5
IOCL-MM-0000052,IOCL,FLG BLD 1.5IN 150LB A105 RF,CAN-000461,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,3310,0,FLANGE_BLIND,40.0,150,ASTM A105,RF,ASME B16.5
IOCL-MM-0000053,IOCL,FLG BLD RTJ 6IN CL300 A105 ASMEB16.5,CAN-000588,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",70,32180,449,FLANGE_BLIND,150.0,300,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000054,IOCL,GSKT SPWD 6IN CL150 SS316/GRAF RF,CAN-002061,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",24,21360,699,SPIRAL_WOUND_GASKET,150.0,150,SS316 / GRAPHITE,RF,ASME B16.20
IOCL-MM-0000055,IOCL,VLV GT 8IN CL150 A105 RF API6D,CAN-001426,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",42,268710,37,GATE_VALVE,200.0,150,ASTM A105,RF,API 6D
IOCL-MM-0000056,IOCL,VLV GT 4IN 900# A105 RF,CAN-001341,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",140,457580,332,GATE_VALVE,100.0,900,ASTM A105,RF,API 600
IOCL-MM-0000057,IOCL,FLG WNRF 12IN 600LB A105,CAN-000377,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",94,168650,317,FLANGE_WELD_NECK,300.0,600,ASTM A105,RF,ASME B16.5
IOCL-MM-0000058,IOCL,VLV BL 1/2IN 300LB WCB RF,CAN-001605,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",37,19710,11,BALL_VALVE,15.0,300,ASTM A216 WCB,RF,API 6D
IOCL-MM-0000059,IOCL,FLG WN RTJ 10IN CL1500 SS316,CAN-000360,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",37,886280,27,FLANGE_WELD_NECK,250.0,1500,ASTM A182 F316,RTJ,ASME B16.5
IOCL-MM-0000060,IOCL,FLG SO 3IN 600LB SS304 RF ASMEB16.5,CAN-000835,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",57,52800,675,FLANGE_SLIP_ON,80.0,600,ASTM A182 F304,RF,ASME B16.5
IOCL-MM-0000061,IOCL,STUDBLT 8IN 900LB B7/2H THRD ASMEB18.2.1,CAN-002177,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",0,21900,0,STUD_BOLT,200.0,900,ASTM A193 B7 / A194 2H,THRD,ASME B18.2.1
IOCL-MM-0000062,IOCL,VLV GT 6IN 900LB SS316 BW API6D,CAN-001408,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",38,2480500,111,GATE_VALVE,150.0,900,ASTM A182 F316,BW,API 6D
IOCL-MM-0000063,IOCL,VLV GT 2IN 900LB SS316 RF API6D,CAN-001226,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",30,594670,511,GATE_VALVE,50.0,900,ASTM A182 F316,RF,API 6D
IOCL-MM-0000064,IOCL,VLV GT 10IN 600# WCB BW,CAN-001507,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",22,1088730,116,GATE_VALVE,250.0,600,ASTM A216 WCB,BW,API 600
IOCL-MM-0000065,IOCL,VLV GLB 1.5IN CL900 A105 RF BS1873,CAN-001855,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",29,185390,93,GLOBE_VALVE,40.0,900,ASTM A105,RF,BS 1873
IOCL-MM-0000066,IOCL,VLV BL 4IN 300LB SS316 BW API6D,CAN-001708,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",29,743140,38,BALL_VALVE,100.0,300,ASTM A182 F316,BW,API 6D
IOCL-MM-0000067,IOCL,FLG BLD RTJ 2IN CL600 A105,CAN-000504,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",35,13430,87,FLANGE_BLIND,50.0,600,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000068,IOCL,FLG WNRF 1IN 900# SS316 ASMEB16.5,CAN-000071,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,29510,0,FLANGE_WELD_NECK,25.0,900,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000069,IOCL,FLG BLD 12IN CL900 SS316 RTJ ASMEB16.5,CAN-000694,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,610770,0,FLANGE_BLIND,300.0,900,ASTM A182 F316,RTJ,ASME B16.5
IOCL-MM-0000070,IOCL,FLG BLD 6IN CL300 A350-LF2 RTJ ASMEB16.5,CAN-000590,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",26,51500,102,FLANGE_BLIND,150.0,300,ASTM A350 LF2,RTJ,ASME B16.5
IOCL-MM-0000071,IOCL,FLG BLD 1.5IN 150# SS316 RF,CAN-000465,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",42,10610,30,FLANGE_BLIND,40.0,150,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000072,IOCL,GSKT SPWD 8IN CL600 SS316/GRAF RF,CAN-002075,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,94130,0,SPIRAL_WOUND_GASKET,200.0,600,SS316 / GRAPHITE,RF,ASME B16.20
IOCL-MM-0000073,IOCL,VLV GLB 6IN 600# WCB RF,CAN-001929,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,747230,0,GLOBE_VALVE,150.0,600,ASTM A216 WCB,RF,BS 1873
IOCL-MM-0000074,IOCL,FLG BLD 12IN CL900 SS316 RF ASMEB16.5,CAN-000693,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",0,610770,0,FLANGE_BLIND,300.0,900,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000075,IOCL,VLV GT 8IN 300# SS316 RF API6D,CAN-001442,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",30,1497140,86,GATE_VALVE,200.0,300,ASTM A182 F316,RF,API 6D
IOCL-MM-0000076,IOCL,FLG SO 4IN CL900 SS304 RF,CAN-000871,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",75,97610,639,FLANGE_SLIP_ON,100.0,900,ASTM A182 F304,RF,ASME B16.5
IOCL-MM-0000077,IOCL,GSKT SPWD 1IN CL300 SS316/GRAF RF,CAN-002013,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",0,3620,0,SPIRAL_WOUND_GASKET,25.0,300,SS316 / GRAPHITE,RF,ASME B16.20
IOCL-MM-0000078,IOCL,VLV GT 1/2IN 150LB SS316 RF,CAN-001010,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",66,29640,703,GATE_VALVE,15.0,150,ASTM A182 F316,RF,API 6D
IOCL-MM-0000079,IOCL,FLG BLD 6IN 150LB A350-LF2 RF ASMEB16.5,CAN-000583,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",37,29570,415,FLANGE_BLIND,150.0,150,ASTM A350 LF2,RF,ASME B16.5
IOCL-MM-0000080,IOCL,FLG BLD 3IN 900LB SS316 RF ASMEB16.5,CAN-000543,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",0,109550,0,FLANGE_BLIND,80.0,900,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000081,IOCL,VLV GT 2IN CL1500 A105 BW,CAN-001236,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",14,279640,87,GATE_VALVE,50.0,1500,ASTM A105,BW,API 6D
IOCL-MM-0000082,IOCL,FLG BLD 4IN 1500# SS316 RF ASMEB16.5,CAN-000579,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",39,220340,74,FLANGE_BLIND,100.0,1500,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000083,IOCL,VLV GT 3IN 900# SS316 BW API600,CAN-001287,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",20,1095560,621,GATE_VALVE,80.0,900,ASTM A182 F316,BW,API 600
IOCL-MM-0000084,IOCL,VLV GLB 10IN CL900 A105 RF,CAN-001976,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",32,2007850,39,GLOBE_VALVE,250.0,900,ASTM A105,RF,ASME B16.34
IOCL-MM-0000085,IOCL,FLG SO 4IN 1500LB SS316 RF,CAN-000879,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",49,195860,83,FLANGE_SLIP_ON,100.0,1500,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000086,IOCL,FLG BLD 1.5IN 900# SS316 RF,CAN-000483,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",19,44490,119,FLANGE_BLIND,40.0,900,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000087,IOCL,STUDBLT 12IN 600# B7/2H THRD ASMEB18.2.1,CAN-002195,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",17,26830,10,STUD_BOLT,300.0,600,ASTM A193 B7 / A194 2H,THRD,ASME B18.2.1
IOCL-MM-0000088,IOCL,VLV GT 1.5IN CL150 WCB RF,CAN-001121,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",12,33160,76,GATE_VALVE,40.0,150,ASTM A216 WCB,RF,API 600
IOCL-MM-0000089,IOCL,FLG WNRF 4IN 150# A105 ASMEB16.5,CAN-000201,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",11,13330,29,FLANGE_WELD_NECK,100.0,150,ASTM A105,RF,ASME B16.5
IOCL-MM-0000090,IOCL,FLG WN 1.5IN 600LB SS316 RTJ ASMEB16.5,CAN-000104,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",28,39310,88,FLANGE_WELD_NECK,40.0,600,ASTM A182 F316,RTJ,ASME B16.5
IOCL-MM-0000091,IOCL,FLG WN 6IN 150LB A105 RTJ ASMEB16.5,CAN-000242,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",40,22590,71,FLANGE_WELD_NECK,150.0,150,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000092,IOCL,VLV GT 6IN 300# SS316 RF API600,CAN-001381,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",24,1030010,83,GATE_VALVE,150.0,300,ASTM A182 F316,RF,API 600
IOCL-MM-0000093,IOCL,VLV BL 8IN 150LB SS316 RF,CAN-001743,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",50,1050960,415,BALL_VALVE,200.0,150,ASTM A182 F316,RF,API 6D
IOCL-MM-0000094,IOCL,FLG SO 8IN 900LB A105 RF,CAN-000929,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,100150,0,FLANGE_SLIP_ON,200.0,900,ASTM A105,RF,ASME B16.5
IOCL-MM-0000095,IOCL,FLG WN RTJ 2IN CL600 A350-LF2 ASMEB16.5,CAN-000140,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",48,26270,100,FLANGE_WELD_NECK,50.0,600,ASTM A350 LF2,RTJ,ASME B16.5
IOCL-MM-0000096,IOCL,FLG SO 3IN 900# A105 FF ASMEB16.5,CAN-000840,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",57,30430,662,FLANGE_SLIP_ON,80.0,900,ASTM A105,FF,ASME B16.5
IOCL-MM-0000097,IOCL,STUDBLT 12IN CL150 L7/GR7 THRD,CAN-002192,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",28,14160,20,STUD_BOLT,300.0,150,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
IOCL-MM-0000098,IOCL,VLV GT 1.5IN CL900 SS316 RF API600,CAN-001165,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",122,444930,713,GATE_VALVE,40.0,900,ASTM A182 F316,RF,API 600
IOCL-MM-0000099,IOCL,STUDBLT 2IN 900LB B7/2H THRD,CAN-002137,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",0,3610,0,STUD_BOLT,50.0,900,ASTM A193 B7 / A194 2H,THRD,ASME B18.2.1
IOCL-MM-0000100,IOCL,VLV GLB 3IN 900# WCB RF,CAN-001894,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",0,456480,0,GLOBE_VALVE,80.0,900,ASTM A216 WCB,RF,ASME B16.34
IOCL-MM-0000101,IOCL,FLG WN 1/2IN CL900 A105 RTJ,CAN-000026,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",0,4740,0,FLANGE_WELD_NECK,15.0,900,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000102,IOCL,VLV GT 12IN CL900 SS316 RF,CAN-001586,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",48,6107710,14,GATE_VALVE,300.0,900,ASTM A182 F316,RF,API 6D
IOCL-MM-0000103,IOCL,VLV GT 10IN 300LB A105 BW API6D,CAN-001500,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",42,625310,462,GATE_VALVE,250.0,300,ASTM A105,BW,API 6D
IOCL-MM-0000104,IOCL,VLV GT 2IN 150LB WCB RF API6D,CAN-001182,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",17,44320,76,GATE_VALVE,50.0,150,ASTM A216 WCB,RF,API 6D
IOCL-MM-0000105,IOCL,FLG BLD 6IN 300# A105 RTJ ASMEB16.5,CAN-000588,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",40,32180,84,FLANGE_BLIND,150.0,300,ASTM A105,RTJ,ASME B16.5
IOCL-MM-0000106,IOCL,VLV GT 6IN 1500LB WCB BW API600,CAN-001411,DEPOT-IOCL-GWT,"Guwahati Refinery, Assam",0,1166450,0,GATE_VALVE,150.0,1500,ASTM A216 WCB,BW,API 600
IOCL-MM-0000107,IOCL,FLG WN RTJ 6IN 150# SS304,CAN-000246,DEPOT-IOCL-PNP,"Panipat Refinery, Haryana",31,54220,74,FLANGE_WELD_NECK,150.0,150,ASTM A182 F304,RTJ,ASME B16.5
IOCL-MM-0000108,IOCL,FLG SO 10IN 600# SS316 RF,CAN-000957,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",12,309680,112,FLANGE_SLIP_ON,250.0,600,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000109,IOCL,FLG SO 12IN CL1500 SS316 RF,CAN-000999,DEPOT-IOCL-PRD,"Paradip Refinery, Odisha",84,816960,633,FLANGE_SLIP_ON,300.0,1500,ASTM A182 F316,RF,ASME B16.5
IOCL-MM-0000110,IOCL,GSKT SPWD 12IN 1500LB SS316/GRAF RF,CAN-002099,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",137,331890,651,SPIRAL_WOUND_GASKET,300.0,1500,SS316 / GRAPHITE,RF,ASME B16.20
IOCL-MM-0000111,IOCL,VLV GLB 6IN CL300 A105 RF,CAN-001927,DEPOT-IOCL-KYL,"Koyali Refinery, Gujarat",0,429170,0,GLOBE_VALVE,150.0,300,ASTM A105,RF,BS 1873
IOCL-MM-0000112,IOCL,FLG BLD RTJ 4IN 1500# SS316,CAN-000580,DEPOT-IOCL-MTH,"Mathura Refinery, Uttar Pradesh",19,220340,112,FLANGE_BLIND,100.0,1500,ASTM A182 F316,RTJ,ASME B16.5
