local_code,cpse,raw_description,canonical_id,depot_id,depot_location,quantity,unit_cost_inr,idle_days,extracted_item_type,extracted_size_nb_mm,extracted_pressure_class,extracted_metallurgy,extracted_facing,extracted_standard
ONGC-MAT-0000015,ONGC,"FLANGE, BLIND, 4 INCH, CLASS 900, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000574,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",38,146420,58,FLANGE_BLIND,100.0,900,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000016,ONGC,"VALVE, GATE, 12 INCH, CLASS 900, ASTM A105, API 600, RF FACING",CAN-001581,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",85,1908660,218,GATE_VALVE,300.0,900,ASTM A105,RF,API 600
ONGC-MAT-0000017,ONGC,"VALVE, GATE, 6 INCH, CLASS 150, ASTM A216 WCB, API 600, BW FACING",CAN-001363,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",28,184870,113,GATE_VALVE,150.0,150,ASTM A216 WCB,BW,API 600
ONGC-MAT-0000018,ONGC,"VALVE, GATE, 8 INCH, CLASS 1500, ASTM A216 WCB, API 6D, BW FACING",CAN-001472,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",0,1695460,0,GATE_VALVE,200.0,1500,ASTM A216 WCB,BW,API 6D
ONGC-MAT-0000019,ONGC,"FLANGE, BLIND, 3 INCH, CLASS 1500, ASTM A350 LF2, ASME B16.5, RTJ FACING",CAN-000548,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",65,82430,572,FLANGE_BLIND,80.0,1500,ASTM A350 LF2,RTJ,ASME B16.5
ONGC-MAT-0000020,ONGC,"VALVE, GATE, 8 INCH, CLASS 900, ASTM A182 F316, API 600, BW FACING",CAN-001467,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",104,3605450,531,GATE_VALVE,200.0,900,ASTM A182 F316,BW,API 600
ONGC-MAT-0000021,ONGC,"GASKET, SPIRAL WOUND, 1.5 INCH, CLASS 1500, SS316 / GRAPHITE, ASME B16.20, RF FACING",CAN-002029,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",18,24170,53,SPIRAL_WOUND_GASKET,40.0,1500,SS316 / GRAPHITE,RF,ASME B16.20
ONGC-MAT-0000022,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 600, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000104,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",27,39310,30,FLANGE_WELD_NECK,40.0,600,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000023,ONGC,"VALVE, GATE, 1 INCH, CLASS 300, ASTM A182 F316, API 600, BW FACING",CAN-001083,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",38,100280,113,GATE_VALVE,25.0,300,ASTM A182 F316,BW,API 600
ONGC-MAT-0000024,ONGC,"VALVE, GATE, 1/2 INCH, CLASS 900, ASTM A105, API 600, RF FACING",CAN-001041,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",89,38840,671,GATE_VALVE,15.0,900,ASTM A105,RF,API 600
ONGC-MAT-0000025,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 900, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000112,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",0,54380,0,FLANGE_WELD_NECK,40.0,900,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000026,ONGC,"FLANGE, WELDING NECK, 1/2 INCH, CLASS 900, ASTM A105, ASME B16.5, RF FACING",CAN-000025,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",128,4740,470,FLANGE_WELD_NECK,15.0,900,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000027,ONGC,"FLANGE, BLIND, 3 INCH, CLASS 900, ASTM A350 LF2, ASME B16.5, RF FACING",CAN-000541,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",0,54770,0,FLANGE_BLIND,80.0,900,ASTM A350 LF2,RF,ASME B16.5
ONGC-MAT-0000028,ONGC,"VALVE, GLOBE, 1 INCH, CLASS 150, ASTM A105, ASME B16.34, RF FACING",CAN-001824,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",0,24000,0,GLOBE_VALVE,25.0,150,ASTM A105,RF,ASME B16.34
ONGC-MAT-0000029,ONGC,"FLANGE, WELDING NECK, 1/2 INCH, CLASS 900, ASTM A350 LF2, ASME B16.5, RTJ FACING",CAN-000028,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",7,7590,43,FLANGE_WELD_NECK,15.0,900,ASTM A350 LF2,RTJ,ASME B16.5
ONGC-MAT-0000030,ONGC,"FLANGE, BLIND, 12 INCH, CLASS 600, ASTM A350 LF2, ASME B16.5, RTJ FACING",CAN-000686,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,220780,0,FLANGE_BLIND,300.0,600,ASTM A350 LF2,RTJ,ASME B16.5
ONGC-MAT-0000031,ONGC,"VALVE, GLOBE, 10 INCH, CLASS 300, ASTM A216 WCB, BS 1873, RF FACING",CAN-001965,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",5,833740,14,GLOBE_VALVE,250.0,300,ASTM A216 WCB,RF,BS 1873
ONGC-MAT-0000032,ONGC,"FLANGE, WELDING NECK, 6 INCH, CLASS 600, ASTM A105, ASME B16.5, RTJ FACING",CAN-000258,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",107,68490,460,FLANGE_WELD_NECK,150.0,600,ASTM A105,RTJ,ASME B16.5
ONGC-MAT-0000033,ONGC,"FLANGE, BLIND, 6 INCH, CLASS 1500, ASTM A350 LF2, ASME B16.5, RTJ FACING",CAN-000608,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",34,186630,37,FLANGE_BLIND,150.0,1500,ASTM A350 LF2,RTJ,ASME B16.5
ONGC-MAT-0000034,ONGC,"FLANGE, WELDING NECK, 1 INCH, CLASS 150, ASTM A105, ASME B16.5, RF FACING",CAN-000041,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",122,2200,566,FLANGE_WELD_NECK,25.0,150,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000035,ONGC,"VALVE, BALL, 2 INCH, CLASS 900, ASTM A182 F316, API 6D, RF FACING",CAN-001675,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",130,726820,640,BALL_VALVE,50.0,900,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000036,ONGC,"VALVE, GATE, 4 INCH, CLASS 600, ASTM A105, API 6D, RF FACING",CAN-001330,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",42,330820,43,GATE_VALVE,100.0,600,ASTM A105,RF,API 6D
ONGC-MAT-0000037,ONGC,"VALVE, BALL, 6 INCH, CLASS 900, ASTM A182 F316, API 6D, RF FACING",CAN-001735,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,3031720,0,BALL_VALVE,150.0,900,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000038,ONGC,"VALVE, GATE, 2 INCH, CLASS 300, ASTM A182 F316, API 6D, RF FACING",CAN-001202,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",46,246930,12,GATE_VALVE,50.0,300,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000039,ONGC,"FLANGE, WELDING NECK, 12 INCH, CLASS 1500, ASTM A105, ASME B16.5, RF FACING",CAN-000393,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",10,351040,118,FLANGE_WELD_NECK,300.0,1500,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000040,ONGC,"VALVE, BALL, 10 INCH, CLASS 600, ASTM A216 WCB, API 6D, BW FACING",CAN-001770,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",10,1330670,20,BALL_VALVE,250.0,600,ASTM A216 WCB,BW,API 6D
ONGC-MAT-0000041,ONGC,"FLANGE, WELDING NECK, 1 INCH, CLASS 300, ASTM A182 F304, ASME B16.5, RTJ FACING",CAN-000054,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",75,9190,716,FLANGE_WELD_NECK,25.0,300,ASTM A182 F304,RTJ,ASME B16.5
ONGC-MAT-0000042,ONGC,"FLANGE, BLIND, 1 INCH, CLASS 1500, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000460,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",134,36340,285,FLANGE_BLIND,25.0,1500,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000043,ONGC,"FLANGE, SLIP-ON, 3 INCH, CLASS 900, ASTM A182 F304, ASME B16.5, FF FACING",CAN-000842,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",27,73030,63,FLANGE_SLIP_ON,80.0,900,ASTM A182 F304,FF,ASME B16.5
ONGC-MAT-0000044,ONGC,"VALVE, BALL, 3 INCH, CLASS 600, ASTM A182 F316, API 6D, BW FACING",CAN-001692,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",20,968080,526,BALL_VALVE,80.0,600,ASTM A182 F316,BW,API 6D
ONGC-MAT-0000045,ONGC,"VALVE, BALL, 3 INCH, CLASS 300, ASTM A182 F316, API 6D, BW FACING",CAN-001688,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",37,556020,64,BALL_VALVE,80.0,300,ASTM A182 F316,BW,API 6D
ONGC-MAT-0000046,ONGC,"VALVE, BALL, 1 INCH, CLASS 300, ASTM A216 WCB, API 6D, RF FACING",CAN-001625,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",29,38300,72,BALL_VALVE,25.0,300,ASTM A216 WCB,RF,API 6D
ONGC-MAT-0000047,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 150, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000088,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",48,12960,33,FLANGE_WELD_NECK,40.0,150,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000048,ONGC,"VALVE, GATE, 1.5 INCH, CLASS 150, ASTM A182 F316, API 600, BW FACING",CAN-001131,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",18,106110,57,GATE_VALVE,40.0,150,ASTM A182 F316,BW,API 600
ONGC-MAT-0000049,ONGC,"GASKET, SPIRAL WOUND, 1 INCH, CLASS 300, SS304 / GRAPHITE, ASME B16.20, RF FACING",CAN-002014,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",131,2710,709,SPIRAL_WOUND_GASKET,25.0,300,SS304 / GRAPHITE,RF,ASME B16.20
ONGC-MAT-0000050,ONGC,"VALVE, GATE, 2 INCH, CLASS 300, ASTM A105, API 600, RF FACING",CAN-001197,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",0,77160,0,GATE_VALVE,50.0,300,ASTM A105,RF,API 600
ONGC-MAT-0000051,ONGC,"FLANGE, SLIP-ON, 4 INCH, CLASS 1500, ASTM A182 F316, ASME B16.5, RF FACING",CAN-000879,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",6,195860,92,FLANGE_SLIP_ON,100.0,1500,ASTM A182 F316,RF,ASME B16.5
ONGC-MAT-0000052,ONGC,"GASKET, SPIRAL WOUND, 10 INCH, CLASS 900, SS316 / GRAPHITE, ASME B16.20, RF FACING",CAN-002087,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",124,174010,414,SPIRAL_WOUND_GASKET,250.0,900,SS316 / GRAPHITE,RF,ASME B16.20
ONGC-MAT-0000053,ONGC,"VALVE, GATE, 6 INCH, CLASS 300, ASTM A182 F316, API 600, BW FACING",CAN-001383,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",7,1030010,27,GATE_VALVE,150.0,300,ASTM A182 F316,BW,API 600
ONGC-MAT-0000054,ONGC,"VALVE, GATE, 10 INCH, CLASS 900, ASTM A182 F316, API 6D, RF FACING",CAN-001526,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",131,4818850,253,GATE_VALVE,250.0,900,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000055,ONGC,"FLANGE, WELDING NECK, 1 INCH, CLASS 150, ASTM A182 F316, ASME B16.5, RF FACING",CAN-000047,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",62,7040,519,FLANGE_WELD_NECK,25.0,150,ASTM A182 F316,RF,ASME B16.5
ONGC-MAT-0000056,ONGC,"FLANGE, SLIP-ON, 12 INCH, CLASS 300, ASTM A182 F304, ASME B16.5, RF FACING",CAN-000979,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,169070,0,FLANGE_SLIP_ON,300.0,300,ASTM A182 F304,RF,ASME B16.5
ONGC-MAT-0000057,ONGC,"VALVE, GATE, 2 INCH, CLASS 150, ASTM A182 F316, API 6D, RF FACING",CAN-001190,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",104,141820,237,GATE_VALVE,50.0,150,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000058,ONGC,"FLANGE, WELDING NECK, 10 INCH, CLASS 300, ASTM A182 F304, ASME B16.5, RTJ FACING",CAN-000334,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",50,183420,72,FLANGE_WELD_NECK,250.0,300,ASTM A182 F304,RTJ,ASME B16.5
ONGC-MAT-0000059,ONGC,"FLANGE, SLIP-ON, 1/2 INCH, CLASS 300, ASTM A105, ASME B16.5, FF FACING",CAN-000708,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",116,1430,488,FLANGE_SLIP_ON,15.0,300,ASTM A105,FF,ASME B16.5
ONGC-MAT-0000060,ONGC,"VALVE, GATE, 4 INCH, CLASS 900, ASTM A216 WCB, API 6D, RF FACING",CAN-001338,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",38,457580,601,GATE_VALVE,100.0,900,ASTM A216 WCB,RF,API 6D
ONGC-MAT-0000061,ONGC,"FLANGE, SLIP-ON, 1 INCH, CLASS 600, ASTM A105, ASME B16.5, FF FACING",CAN-000744,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",23,4850,83,FLANGE_SLIP_ON,25.0,600,ASTM A105,FF,ASME B16.5
ONGC-MAT-0000062,ONGC,"STUD BOLT WITH NUTS, 2 INCH, CLASS 600, ASTM A320 L7 / A194 7, ASME B18.2.1, THRD FACING",CAN-002136,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",124,4170,233,STUD_BOLT,50.0,600,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
ONGC-MAT-0000063,ONGC,"FLANGE, SLIP-ON, 3 INCH, CLASS 900, ASTM A182 F304, ASME B16.5, RF FACING",CAN-000841,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,73030,0,FLANGE_SLIP_ON,80.0,900,ASTM A182 F304,RF,ASME B16.5
ONGC-MAT-0000064,ONGC,"VALVE, GATE, 10 INCH, CLASS 900, ASTM A105, API 600, BW FACING",CAN-001523,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",6,1505890,102,GATE_VALVE,250.0,900,ASTM A105,BW,API 600
ONGC-MAT-0000065,ONGC,"VALVE, GATE, 12 INCH, CLASS 300, ASTM A182 F316, API 600, RF FACING",CAN-001561,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",0,2536190,0,GATE_VALVE,300.0,300,ASTM A182 F316,RF,API 600
ONGC-MAT-0000066,ONGC,"FLANGE, BLIND, 1 INCH, CLASS 1500, ASTM A105, ASME B16.5, RF FACING",CAN-000455,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",56,11350,629,FLANGE_BLIND,25.0,1500,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000067,ONGC,"FLANGE, BLIND, 1 INCH, CLASS 900, ASTM A105, ASME B16.5, RF FACING",CAN-000449,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",43,7540,52,FLANGE_BLIND,25.0,900,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000068,ONGC,"FLANGE, BLIND, 3 INCH, CLASS 150, ASTM A105, ASME B16.5, RF FACING",CAN-000521,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",73,8160,181,FLANGE_BLIND,80.0,150,ASTM A105,RF,ASME B16.5
ONGC-MAT-0000069,ONGC,"VALVE, GATE, 12 INCH, CLASS 900, ASTM A182 F316, API 6D, RF FACING",CAN-001586,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",37,6107710,120,GATE_VALVE,300.0,900,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000070,ONGC,"FLANGE, WELDING NECK, 8 INCH, CLASS 300, ASTM A350 LF2, ASME B16.5, RF FACING",CAN-000291,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",0,91490,0,FLANGE_WELD_NECK,200.0,300,ASTM A350 LF2,RF,ASME B16.5
ONGC-MAT-0000071,ONGC,"FLANGE, WELDING NECK, 2 INCH, CLASS 150, ASTM A350 LF2, ASME B16.5, RF FACING",CAN-000123,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",38,8660,58,FLANGE_WELD_NECK,50.0,150,ASTM A350 LF2,RF,ASME B16.5
ONGC-MAT-0000072,ONGC,"FLANGE, BLIND, 1/2 INCH, CLASS 600, ASTM A182 F316, ASME B16.5, RTJ FACING",CAN-000418,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,8980,0,FLANGE_BLIND,15.0,600,ASTM A182 F316,RTJ,ASME B16.5
ONGC-MAT-0000073,ONGC,"STUD BOLT WITH NUTS, 6 INCH, CLASS 900, ASTM A320 L7 / A194 7, ASME B18.2.1, THRD FACING",CAN-002168,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",31,24110,28,STUD_BOLT,150.0,900,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
ONGC-MAT-0000074,ONGC,"FLANGE, BLIND, 10 INCH, CLASS 900, ASTM A105, ASME B16.5, RTJ FACING",CAN-000660,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",128,150580,400,FLANGE_BLIND,250.0,900,ASTM A105,RTJ,ASME B16.5
ONGC-MAT-0000075,ONGC,"VALVE, GLOBE, 2 INCH, CLASS 600, ASTM A105, BS 1873, RF FACING",CAN-001871,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",23,179140,37,GLOBE_VALVE,50.0,600,ASTM A105,RF,BS 1873
ONGC-MAT-0000076,ONGC,"VALVE, GATE, 1 INCH, CLASS 900, ASTM A182 F316, API 600, BW FACING",CAN-001107,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",37,241510,109,GATE_VALVE,25.0,900,ASTM A182 F316,BW,API 600
ONGC-MAT-0000077,ONGC,"VALVE, GATE, 1 INCH, CLASS 1500, ASTM A105, API 6D, BW FACING",CAN-001116,DEPOT-ONGC-RJM,"Rajahmundry Asset, Andhra Pradesh",50,113570,41,GATE_VALVE,25.0,1500,ASTM A105,BW,API 6D
ONGC-MAT-0000078,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 1500, ASTM A182 F304, ASME B16.5, RTJ FACING",CAN-000118,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",0,61370,0,FLANGE_WELD_NECK,40.0,1500,ASTM A182 F304,RTJ,ASME B16.5
ONGC-MAT-0000079,ONGC,"VALVE, BALL, 3 INCH, CLASS 600, ASTM A182 F316, API 6D, RF FACING",CAN-001691,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",14,968080,35,BALL_VALVE,80.0,600,ASTM A182 F316,RF,API 6D
ONGC-MAT-0000080,ONGC,"FLANGE, SLIP-ON, 10 INCH, CLASS 300, ASTM A182 F316, ASME B16.5, RF FACING",CAN-000951,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",48,177860,63,FLANGE_SLIP_ON,250.0,300,ASTM A182 F316,RF,ASME B16.5
ONGC-MAT-0000081,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 300, ASTM A182 F304, ASME B16.5, RTJ FACING",CAN-000094,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",8,16930,67,FLANGE_WELD_NECK,40.0,300,ASTM A182 F304,RTJ,ASME B16.5
ONGC-MAT-0000082,ONGC,"VALVE, GATE, 12 INCH, CLASS 900, ASTM A105, API 6D, BW FACING",CAN-001584,DEPOT-ONGC-URN,"Uran Plant, Maharashtra",134,1908660,488,GATE_VALVE,300.0,900,ASTM A105,BW,API 6D
ONGC-MAT-0000083,ONGC,"VALVE, GATE, 4 INCH, CLASS 600, ASTM A105, API 6D, BW FACING",CAN-001332,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",138,330820,652,GATE_VALVE,100.0,600,ASTM A105,BW,API 6D
ONGC-MAT-0000084,ONGC,"VALVE, GATE, 1 INCH, CLASS 150, ASTM A216 WCB, API 600, BW FACING",CAN-001063,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",0,18000,0,GATE_VALVE,25.0,150,ASTM A216 WCB,BW,API 600
ONGC-MAT-0000085,ONGC,"STUD BOLT WITH NUTS, 2 INCH, CLASS 150, ASTM A320 L7 / A194 7, ASME B18.2.1, THRD FACING",CAN-002132,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",119,1370,430,STUD_BOLT,50.0,150,ASTM A320 L7 / A194 7,THRD,ASME B18.2.1
ONGC-MAT-0000086,ONGC,"VALVE, GATE, 4 INCH, CLASS 300, ASTM A216 WCB, API 600, RF FACING",CAN-001313,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",25,190000,99,GATE_VALVE,100.0,300,ASTM A216 WCB,RF,API 600
ONGC-MAT-0000087,ONGC,"FLANGE, WELDING NECK, 1.5 INCH, CLASS 300, ASTM A350 LF2, ASME B16.5, RF FACING",CAN-000091,DEPOT-ONGC-HZR,"Hazira Gas Processing Plant, Gujarat",40,11290,87,FLANGE_WELD_NECK,40.0,300,ASTM A350 LF2,RF,ASME B16.5
ONGC-MAT-0000088,ONGC,"VALVE, GATE, 10 INCH, CLASS 300, ASTM A216 WCB, API 600, BW FACING",CAN-001495,DEPOT-ONGC-MBO,"Mumbai Offshore Logistics Base, Maharashtra",87,625310,687,GATE_VALVE,250.0,300,ASTM A216 WCB,BW,API 600
ONGC-MAT-0000089,ONGC,"FLANGE, WELDING NECK, 6 INCH, CLASS 600, ASTM A350 LF2, ASME B16.5, RF FACING",CAN-000259,DEPOT-ONGC-ANK,"Ankleshwar Asset, Gujarat",48,109590,46,FLANGE_WELD_NECK,150.0,600,ASTM A350 LF2,RF,ASME B16.5
